Id,SalePrice
902301120,183423.31790514622
905108090,229356.3932875898
528218130,106474.44594804195
902207150,176155.95964525323
535105100,148182.73754630852
923228370,217647.72921911906
902427150,144663.66656515474
907202130,141827.78932108462
533208090,129305.09273583624
914476010,225995.20035485996
531452100,105179.25452406041
903455140,182863.64658368894
535303050,152708.39660736866
906230030,209596.72271592455
903206160,205448.7302144908
905480180,168568.65244370094
902128150,84779.52630952999
905451300,120215.1022814371
535425040,165530.69771730268
902330040,221547.80591498085
905105070,127026.23387149897
532354160,269814.78405654815
531451020,339579.5650311415
906475050,131617.16360733303
531363010,110181.8494736655
907227050,183172.8278054705
535150070,121460.84067927918
902125020,211613.5806207595
534425310,121728.74125773471
534451020,113032.6155626014
527404150,232180.21001432766
903458170,245580.44840401015
902326030,240647.86420336028
527378020,142236.60570053165
907196060,256248.4183309461
528218100,179733.28129125322
902103090,141628.55483837187
905228020,204068.14246454055
535451010,172669.31133099628
533242080,126003.05858262019
533210010,129079.7510219795
528280100,353301.2459704693
534427140,143851.30794486773
535351050,155198.87105902674
916226090,133742.8577712297
923228150,250432.4751405037
907196050,145630.01962541667
531479030,198380.79676120583
535350040,121132.06648985672
532377100,250818.4460631788
902427040,178496.8315468162
902329030,142445.63525139276
906380030,246090.62214884014
903455090,80655.55867645095
903228070,179693.81020737076
527403040,154631.02101927655
903401020,176480.3955310068
534252040,117528.22174860051
527375210,127212.5563749641
907253060,199954.7681565639
528346050,326532.41162655654
905200100,280732.1895980474
905226170,238855.99160281953
534250335,128180.22317114277
531450040,131020.85299213561
528363050,154087.2605187318
527403120,149828.88892356152
528174030,195016.70966220158
908226180,363117.4974803077
907425015,213501.89974439942
534451130,253209.60352110476
528118060,244921.74432243142
909428180,159092.3752833141
527165020,193956.17304151817
527404030,220849.71349904625
534129080,69908.42130058668
923202060,124964.09208427116
535402230,67468.09087966819
534276290,181902.1632372957
528150090,115739.5166308253
907260040,87571.63695786527
910205120,341305.0101358134
902305010,142702.07640136493
908102020,87675.75236791755
906476030,124859.48832456596
528108020,308292.49121494417
907203070,180635.42714302219
534251030,132348.58872604303
916326010,139212.88653875483
535454160,177371.48740455747
532354070,161737.0921071785
908275090,252820.96553424688
902206130,181340.1535308525
527183030,129282.41314431673
903225040,160480.40339704827
902300040,200922.0339478585
905451330,178102.36428240975
528181070,122303.75076912605
531385060,297240.3351800897
534177230,324043.1104209553
533252040,351828.32701598865
535303030,73767.66777830615
923275090,267625.5388206901
528164060,56222.23466396018
535176070,228742.85821685407
902207010,137387.74571351305
527163020,170190.97647393748
534152070,168612.91297870103
904100090,199576.39938244328
905101300,248634.78691789522
526351100,124869.97882633988
527366030,171247.24472346884
902427180,144231.08603364023
923205120,144767.07682852965
531385130,69471.70560823666
528320060,198165.6223027049
903476030,174696.91159314004
527451020,239366.89172630198
906340130,189685.74154266747
527105030,212024.27497745465
528431040,135384.37501727187
528144030,121919.5396893853
527252090,122104.14711196694
527110080,109504.52118579064
909101190,92482.01750395876
528120130,290096.7895609257
907203010,205587.1388488652
535305180,238463.54652084873
903230110,168776.02300055456
528458140,142444.00049955983
907200190,140491.95116757296
527106150,132194.7716304256
905107250,152416.60130791852
535101020,265004.4036603293
533213120,65753.85170306932
909281080,106443.80268162399
528427040,73747.36616429867
531375040,287046.77458996064
528174020,372761.01761178416
923276180,157913.74303309008
534176060,92025.39967554138
534430080,191978.9991269761
903484020,98603.97839558724
527226020,116451.66583109967
908250040,266426.2159778393
902109140,153369.6825576273
903427120,220725.379245464
907200290,186597.77009777236
911226030,225130.3905492038
533254050,129495.49964846356
907412010,151395.73738515784
905451390,342848.0797602958
903476110,169051.4221282811
527452310,238663.18618796015
535378020,103419.10410500033
535150210,177809.65299769316
923228270,220140.09461973706
535151020,174860.67201681688
906203140,119343.33162970099
907255020,149038.7228491902
907295020,146772.31029014438
908275130,207491.85983322316
535155110,114446.90348134082
